Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
SparseHNSW_a0.9_b8_p0,"M=32 efC=200 ef=1600 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9932213210,1.0000,211.0993,0.8586,0.0000,0.788472,"0.788592;0.788472;0.787201",228.410197,4378.09,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b8_p0,"M=32 efC=200 ef=3200 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9948435689,1.0000,211.0993,0.8586,0.0000,1.471571,"1.472915;1.471414;1.471571",426.295191,2345.79,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p64,"M=32 efC=200 ef=10 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8755793743,0.7175,211.0993,0.8586,0.0000,0.024437,"0.025049;0.024437;0.024044",7.079085,141261.20,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p64,"M=32 efC=200 ef=20 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8755793743,0.7175,211.0993,0.8586,0.0000,0.023791,"0.023826;0.023791;0.023636",6.891947,145096.89,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p64,"M=32 efC=200 ef=50 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8936848204,0.7416,211.0993,0.8586,0.0000,0.034655,"0.034891;0.034645;0.034655",10.039108,99610.45,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p64,"M=32 efC=200 ef=100 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9127462341,0.7628,211.0993,0.8586,0.0000,0.054246,"0.054246;0.054159;0.054470",15.714368,63636.03,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p64,"M=32 efC=200 ef=200 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9157010429,0.7662,211.0993,0.8586,0.0000,0.058692,"0.058350;0.058692;0.058922",17.002317,58815.51,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p64,"M=32 efC=200 ef=400 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9157879490,0.7664,211.0993,0.8586,0.0000,0.060297,"0.060297;0.060490;0.059790",17.467265,57249.95,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p64,"M=32 efC=200 ef=800 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9157879490,0.7664,211.0993,0.8586,0.0000,0.061305,"0.061305;0.061364;0.061236",17.759270,56308.62,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p64,"M=32 efC=200 ef=1600 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9157879490,0.7664,211.0993,0.8586,0.0000,0.063944,"0.064050;0.063537;0.063944",18.523754,53984.74,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p64,"M=32 efC=200 ef=3200 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9157879490,0.7664,211.0993,0.8586,0.0000,0.066062,"0.065798;0.066062;0.066085",19.137312,52253.94,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p64,"M=32 efC=200 ef=10 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9181633835,0.9780,211.0993,0.8586,0.0000,0.024897,"0.025436;0.024897;0.024669",7.212341,138651.24,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p64,"M=32 efC=200 ef=20 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9181633835,0.9780,211.0993,0.8586,0.0000,0.024414,"0.024426;0.024414;0.024297",7.072422,141394.28,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p64,"M=32 efC=200 ef=50 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9402375435,0.9855,211.0993,0.8586,0.0000,0.035273,"0.035365;0.035233;0.035273",10.218134,97865.22,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p64,"M=32 efC=200 ef=100 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9644843569,0.9951,211.0993,0.8586,0.0000,0.059639,"0.059408;0.059780;0.059639",17.276651,57881.59,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p64,"M=32 efC=200 ef=200 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9718424102,0.9974,211.0993,0.8586,0.0000,0.069432,"0.068457;0.069432;0.069596",20.113557,49717.71,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p64,"M=32 efC=200 ef=400 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9730590962,0.9974,211.0993,0.8586,0.0000,0.071077,"0.070746;0.071111;0.071077",20.590093,48567.05,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p64,"M=32 efC=200 ef=800 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9730590962,0.9974,211.0993,0.8586,0.0000,0.072756,"0.072694;0.072756;0.072785",21.076477,47446.26,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p64,"M=32 efC=200 ef=1600 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9730590962,0.9974,211.0993,0.8586,0.0000,0.075041,"0.075012;0.075276;0.075041",21.738413,46001.52,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p64,"M=32 efC=200 ef=3200 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9730590962,0.9974,211.0993,0.8586,0.0000,0.078064,"0.078376;0.077864;0.078064",22.614137,44220.13,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b3_p64,"M=32 efC=200 ef=10 alpha=0.9 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9189455388,0.9780,211.0993,0.8586,0.0000,0.025366,"0.025918;0.025366;0.025128",7.348204,136087.68,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b3_p64,"M=32 efC=200 ef=20 alpha=0.9 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9189455388,0.9780,211.0993,0.8586,0.0000,0.024828,"0.024944;0.024828;0.024607",7.192352,139036.57,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b3_p64,"M=32 efC=200 ef=50 alpha=0.9 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9410486674,0.9855,211.0993,0.8586,0.0000,0.035556,"0.035517;0.035556;0.035643",10.300116,97086.29,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b3_p64,"M=32 efC=200 ef=100 alpha=0.9 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9657589803,0.9951,211.0993,0.8586,0.0000,0.062555,"0.062446;0.062555;0.063040",18.121379,55183.44,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b3_p64,"M=32 efC=200 ef=200 alpha=0.9 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9752317497,0.9977,211.0993,0.8586,0.0000,0.078521,"0.078648;0.078308;0.078521",22.746524,43962.76,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b3_p64,"M=32 efC=200 ef=400 alpha=0.9 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9767960603,0.9980,211.0993,0.8586,0.0000,0.082123,"0.082123;0.082113;0.082269",23.789977,42034.51,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b3_p64,"M=32 efC=200 ef=800 alpha=0.9 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9767960603,0.9980,211.0993,0.8586,0.0000,0.084039,"0.084298;0.083756;0.084039",24.345017,41076.17,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b3_p64,"M=32 efC=200 ef=1600 alpha=0.9 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9767960603,0.9980,211.0993,0.8586,0.0000,0.087118,"0.087118;0.086536;0.087154",25.236964,39624.42,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b3_p64,"M=32 efC=200 ef=3200 alpha=0.9 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9767960603,0.9980,211.0993,0.8586,0.0000,0.089445,"0.089445;0.089061;0.090194",25.911066,38593.55,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b4_p64,"M=32 efC=200 ef=10 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9320683662,0.9832,211.0993,0.8586,0.0000,0.030380,"0.030827;0.030380;0.029943",8.800695,113627.39,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b4_p64,"M=32 efC=200 ef=20 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9320683662,0.9832,211.0993,0.8586,0.0000,0.029763,"0.029919;0.029744;0.029763",8.621958,115982.93,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b4_p64,"M=32 efC=200 ef=50 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9411645423,0.9855,211.0993,0.8586,0.0000,0.035876,"0.035876;0.035896;0.035755",10.392816,96220.31,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b4_p64,"M=32 efC=200 ef=100 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9659617613,0.9951,211.0993,0.8586,0.0000,0.064124,"0.064158;0.063823;0.064124",18.575898,53833.20,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b4_p64,"M=32 efC=200 ef=200 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9764774044,0.9980,211.0993,0.8586,0.0000,0.086790,"0.086342;0.086790;0.086889",25.141947,39774.17,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b4_p64,"M=32 efC=200 ef=400 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9787659328,0.9983,211.0993,0.8586,0.0000,0.092129,"0.092129;0.091805;0.092497",26.688586,37469.20,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b4_p64,"M=32 efC=200 ef=800 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9787659328,0.9983,211.0993,0.8586,0.0000,0.094471,"0.094877;0.094471;0.093953",27.367034,36540.31,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b4_p64,"M=32 efC=200 ef=1600 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9787659328,0.9983,211.0993,0.8586,0.0000,0.097176,"0.097176;0.097171;0.097573",28.150637,35523.17,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b4_p64,"M=32 efC=200 ef=3200 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9787659328,0.9983,211.0993,0.8586,0.0000,0.100853,"0.100472;0.100998;0.100853",29.215817,34228.03,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b5_p64,"M=32 efC=200 ef=10 alpha=0.9 beta=5 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9411645423,0.9855,211.0993,0.8586,0.0000,0.036642,"0.037100;0.036642;0.036500",10.614716,94208.83,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b5_p64,"M=32 efC=200 ef=20 alpha=0.9 beta=5 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9411645423,0.9855,211.0993,0.8586,0.0000,0.036177,"0.036177;0.036163;0.036254",10.480012,95419.74,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b5_p64,"M=32 efC=200 ef=50 alpha=0.9 beta=5 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9411645423,0.9855,211.0993,0.8586,0.0000,0.035950,"0.036108;0.035950;0.035926",10.414253,96022.25,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b5_p64,"M=32 efC=200 ef=100 alpha=0.9 beta=5 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9659617613,0.9951,211.0993,0.8586,0.0000,0.064859,"0.064944;0.064797;0.064859",18.788818,53223.15,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b5_p64,"M=32 efC=200 ef=200 alpha=0.9 beta=5 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9770857474,0.9980,211.0993,0.8586,0.0000,0.093050,"0.093050;0.093330;0.093014",26.955388,37098.33,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b5_p64,"M=32 efC=200 ef=400 alpha=0.9 beta=5 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9803012746,0.9983,211.0993,0.8586,0.0000,0.101544,"0.101236;0.101594;0.101544",29.415991,33995.12,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b5_p64,"M=32 efC=200 ef=800 alpha=0.9 beta=5 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9805909618,0.9986,211.0993,0.8586,0.0000,0.104489,"0.104846;0.104489;0.104069",30.269119,33036.97,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b5_p64,"M=32 efC=200 ef=1600 alpha=0.9 beta=5 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9805909618,0.9986,211.0993,0.8586,0.0000,0.106583,"0.106385;0.106589;0.106583",30.875724,32387.90,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b5_p64,"M=32 efC=200 ef=3200 alpha=0.9 beta=5 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9805909618,0.9986,211.0993,0.8586,0.0000,0.109773,"0.109722;0.110937;0.109773",31.799826,31446.71,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b6_p64,"M=32 efC=200 ef=10 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9477983778,0.9878,211.0993,0.8586,0.0000,0.043003,"0.043060;0.043003;0.042665",12.457416,80273.47,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b6_p64,"M=32 efC=200 ef=20 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9477983778,0.9878,211.0993,0.8586,0.0000,0.042422,"0.042562;0.042422;0.042237",12.289108,81372.87,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b6_p64,"M=32 efC=200 ef=50 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9477983778,0.9878,211.0993,0.8586,0.0000,0.042388,"0.042333;0.042388;0.042431",12.279258,81438.14,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b6_p64,"M=32 efC=200 ef=100 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9659907300,0.9951,211.0993,0.8586,0.0000,0.065385,"0.065385;0.065135;0.065482",18.941194,52794.98,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b6_p64,"M=32 efC=200 ef=200 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9774623407,0.9980,211.0993,0.8586,0.0000,0.099017,"0.099017;0.099448;0.098597",28.683951,34862.70,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b6_p64,"M=32 efC=200 ef=400 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9814310545,0.9986,211.0993,0.8586,0.0000,0.112299,"0.112554;0.112094;0.112299",32.531576,30739.37,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b6_p64,"M=32 efC=200 ef=800 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9817786790,0.9988,211.0993,0.8586,0.0000,0.115570,"0.115335;0.115570;0.115879",33.479143,29869.34,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b6_p64,"M=32 efC=200 ef=1600 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9817786790,0.9988,211.0993,0.8586,0.0000,0.119003,"0.119003;0.119079;0.118279",34.473638,29007.67,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b6_p64,"M=32 efC=200 ef=3200 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9817786790,0.9988,211.0993,0.8586,0.0000,0.121804,"0.121901;0.121804;0.120310",35.285052,28340.61,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b7_p64,"M=32 efC=200 ef=10 alpha=0.9 beta=7 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9545191194,0.9907,211.0993,0.8586,0.0000,0.048898,"0.049188;0.048898;0.048677",14.165122,70595.93,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b7_p64,"M=32 efC=200 ef=20 alpha=0.9 beta=7 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9545191194,0.9907,211.0993,0.8586,0.0000,0.048645,"0.048645;0.048314;0.048855",14.091831,70963.10,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b7_p64,"M=32 efC=200 ef=50 alpha=0.9 beta=7 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9545191194,0.9907,211.0993,0.8586,0.0000,0.048806,"0.048872;0.048673;0.048806",14.138470,70729.01,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b7_p64,"M=32 efC=200 ef=100 alpha=0.9 beta=7 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9659907300,0.9951,211.0993,0.8586,0.0000,0.065716,"0.065798;0.065430;0.065716",19.037080,52529.06,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b7_p64,"M=32 efC=200 ef=200 alpha=0.9 beta=7 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9776651217,0.9980,211.0993,0.8586,0.0000,0.103891,"0.103891;0.103848;0.104240",30.095886,33227.13,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b7_p64,"M=32 efC=200 ef=400 alpha=0.9 beta=7 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9820973349,0.9986,211.0993,0.8586,0.0000,0.121341,"0.121082;0.121959;0.121341",35.150927,28448.75,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b7_p64,"M=32 efC=200 ef=800 alpha=0.9 beta=7 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9825898030,0.9988,211.0993,0.8586,0.0000,0.126509,"0.125422;0.127226;0.126509",36.648030,27286.60,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b7_p64,"M=32 efC=200 ef=1600 alpha=0.9 beta=7 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9825898030,0.9988,211.0993,0.8586,0.0000,0.128796,"0.128796;0.127433;0.128829",37.310545,26802.07,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b7_p64,"M=32 efC=200 ef=3200 alpha=0.9 beta=7 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9825898030,0.9988,211.0993,0.8586,0.0000,0.133628,"0.133628;0.133019;0.133784",38.710313,25832.91,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b8_p64,"M=32 efC=200 ef=10 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9590092700,0.9919,211.0993,0.8586,0.0000,0.054818,"0.054818;0.055092;0.054678",15.880070,62972.02,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b8_p64,"M=32 efC=200 ef=20 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9590092700,0.9919,211.0993,0.8586,0.0000,0.054856,"0.054760;0.054856;0.054928",15.891078,62928.39,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b8_p64,"M=32 efC=200 ef=50 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9590092700,0.9919,211.0993,0.8586,0.0000,0.054649,"0.054717;0.054463;0.054649",15.831112,63166.76,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b8_p64,"M=32 efC=200 ef=100 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9659907300,0.9951,211.0993,0.8586,0.0000,0.066046,"0.066046;0.066162;0.065918",19.132677,52266.60,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b8_p64,"M=32 efC=200 ef=200 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9779837775,0.9980,211.0993,0.8586,0.0000,0.107298,"0.107298;0.106684;0.107886",31.082851,32172.08,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b8_p64,"M=32 efC=200 ef=400 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9830243337,0.9986,211.0993,0.8586,0.0000,0.129013,"0.129379;0.129013;0.128566",37.373407,26756.99,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b8_p64,"M=32 efC=200 ef=800 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9836326767,0.9988,211.0993,0.8586,0.0000,0.133598,"0.133421;0.133941;0.133598",38.701622,25838.71,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b8_p64,"M=32 efC=200 ef=1600 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9836326767,0.9988,211.0993,0.8586,0.0000,0.135309,"0.135251;0.136048;0.135309",39.197277,25511.98,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b8_p64,"M=32 efC=200 ef=3200 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9836326767,0.9988,211.0993,0.8586,0.0000,0.139805,"0.139805;0.139176;0.139977",40.499710,24691.53,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p128,"M=32 efC=200 ef=10 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.8755793743,0.7175,211.0993,0.8586,0.0000,0.024246,"0.024933;0.024246;0.023968",7.023754,142374.00,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p128,"M=32 efC=200 ef=20 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.8755793743,0.7175,211.0993,0.8586,0.0000,0.023720,"0.023804;0.023652;0.023720",6.871379,145531.20,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p128,"M=32 efC=200 ef=50 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.8936848204,0.7416,211.0993,0.8586,0.0000,0.034564,"0.034781;0.034493;0.034564",10.012746,99872.70,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p128,"M=32 efC=200 ef=100 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.9143395133,0.7652,211.0993,0.8586,0.0000,0.064238,"0.063826;0.064461;0.064238",18.608922,53737.66,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p128,"M=32 efC=200 ef=200 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.9223348783,0.7753,211.0993,0.8586,0.0000,0.093356,"0.093288;0.093356;0.093626",27.044032,36976.73,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p128,"M=32 efC=200 ef=400 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.9247103129,0.7777,211.0993,0.8586,0.0000,0.097952,"0.098366;0.097835;0.097952",28.375435,35241.75,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p128,"M=32 efC=200 ef=800 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.9249130939,0.7779,211.0993,0.8586,0.0000,0.100327,"0.099726;0.100327;0.100796",29.063441,34407.49,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p128,"M=32 efC=200 ef=1600 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.9249130939,0.7779,211.0993,0.8586,0.0000,0.103196,"0.103196;0.103248;0.102557",29.894554,33450.91,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b1_p128,"M=32 efC=200 ef=3200 alpha=0.9 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.9249130939,0.7779,211.0993,0.8586,0.0000,0.106617,"0.106808;0.106593;0.106617",30.885574,32377.58,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p128,"M=32 efC=200 ef=10 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.9181633835,0.9780,211.0993,0.8586,0.0000,0.025092,"0.025598;0.025092;0.024728",7.268830,137573.73,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p128,"M=32 efC=200 ef=20 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.9181633835,0.9780,211.0993,0.8586,0.0000,0.024455,"0.024455;0.024518;0.024396",7.084299,141157.23,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p128,"M=32 efC=200 ef=50 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.9402375435,0.9855,211.0993,0.8586,0.0000,0.035243,"0.035293;0.035243;0.035107",10.209444,97948.53,,4.63,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.9_b2_p128,"M=32 efC=200 ef=100 alpha=0.9 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=128",64,0.9648609502,0.9951,211.0993,0.8586,0.0000,0.064571,"0.064481;0.064637;0.064571",18.705388,53460.53,,4.63,0,3452,10,True,nid007071,57248609
